"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Regional School District 12","","2016-2017","Students with Disabilities","Suspensions","Percent","14.2"
"Regional School District 12","","2017-2018","Students with Disabilities","Suspensions","Percent","-9999"
"Regional School District 13","","2009-2010","Students with Disabilities","Suspensions","Percent","4.7"
"Regional School District 13","","2010-2011","Students with Disabilities","Suspensions","Percent","5.6"
"Regional School District 13","","2011-2012","Students with Disabilities","Suspensions","Percent","6.2"
"Regional School District 13","","2012-2013","Students with Disabilities","Suspensions","Percent","4.0"
"Regional School District 13","","2013-2014","Students with Disabilities","Suspensions","Percent","5.5"
"Regional School District 13","","2014-2015","Students with Disabilities","Suspensions","Percent","6.1"
"Regional School District 13","","2015-2016","Students with Disabilities","Suspensions","Percent","5.4"
"Regional School District 13","","2016-2017","Students with Disabilities","Suspensions","Percent","6.3"
"Regional School District 13","","2017-2018","Students with Disabilities","Suspensions","Percent","7.0"
"Regional School District 14","","2009-2010","Students with Disabilities","Suspensions","Percent","8.4"
"Regional School District 14","","2010-2011","Students with Disabilities","Suspensions","Percent","5.1"
"Regional School District 14","","2011-2012","Students with Disabilities","Suspensions","Percent","4.9"
"Regional School District 14","","2012-2013","Students with Disabilities","Suspensions","Percent","8.8"
"Regional School District 14","","2013-2014","Students with Disabilities","Suspensions","Percent","6.2"
"Regional School District 14","","2014-2015","Students with Disabilities","Suspensions","Percent","3.8"
"Regional School District 14","","2015-2016","Students with Disabilities","Suspensions","Percent","4.6"
"Regional School District 14","","2016-2017","Students with Disabilities","Suspensions","Percent","4.8"
"Regional School District 14","","2017-2018","Students with Disabilities","Suspensions","Percent","7.7"
"Regional School District 15","","2009-2010","Students with Disabilities","Suspensions","Percent","3.7"
"Regional School District 15","","2010-2011","Students with Disabilities","Suspensions","Percent","7.6"
"Regional School District 15","","2011-2012","Students with Disabilities","Suspensions","Percent","6.0"
"Regional School District 15","","2012-2013","Students with Disabilities","Suspensions","Percent","5.0"
"Regional School District 15","","2013-2014","Students with Disabilities","Suspensions","Percent","4.0"
"Regional School District 15","","2014-2015","Students with Disabilities","Suspensions","Percent","5.4"
"Regional School District 15","","2015-2016","Students with Disabilities","Suspensions","Percent","5.6"
"Regional School District 15","","2016-2017","Students with Disabilities","Suspensions","Percent","6.5"
"Regional School District 15","","2017-2018","Students with Disabilities","Suspensions","Percent","5.3"
"Regional School District 16","","2009-2010","Students with Disabilities","Suspensions","Percent","9.1"
"Regional School District 16","","2010-2011","Students with Disabilities","Suspensions","Percent","7.8"
"Regional School District 16","","2011-2012","Students with Disabilities","Suspensions","Percent","5.9"
"Regional School District 16","","2012-2013","Students with Disabilities","Suspensions","Percent","9.2"
"Regional School District 16","","2013-2014","Students with Disabilities","Suspensions","Percent","8.3"
"Regional School District 16","","2014-2015","Students with Disabilities","Suspensions","Percent","7.4"
"Regional School District 16","","2015-2016","Students with Disabilities","Suspensions","Percent","10.5"
"Regional School District 16","","2016-2017","Students with Disabilities","Suspensions","Percent","8.8"
"Regional School District 16","","2017-2018","Students with Disabilities","Suspensions","Percent","11.8"
"Regional School District 17","","2009-2010","Students with Disabilities","Suspensions","Percent","9.8"
"Regional School District 17","","2010-2011","Students with Disabilities","Suspensions","Percent","13.7"
"Regional School District 17","","2011-2012","Students with Disabilities","Suspensions","Percent","11.2"
"Regional School District 17","","2012-2013","Students with Disabilities","Suspensions","Percent","8.0"
"Regional School District 17","","2013-2014","Students with Disabilities","Suspensions","Percent","6.9"
"Regional School District 17","","2014-2015","Students with Disabilities","Suspensions","Percent","7.3"
"Regional School District 17","","2015-2016","Students with Disabilities","Suspensions","Percent","7.1"
"Regional School District 17","","2016-2017","Students with Disabilities","Suspensions","Percent","8.4"
"Regional School District 17","","2017-2018","Students with Disabilities","Suspensions","Percent","7.6"
"Regional School District 18","","2009-2010","Students with Disabilities","Suspensions","Percent","4.4"
"Regional School District 18","","2010-2011","Students with Disabilities","Suspensions","Percent","5.8"
"Regional School District 18","","2011-2012","Students with Disabilities","Suspensions","Percent","4.7"
"Regional School District 18","","2012-2013","Students with Disabilities","Suspensions","Percent","4.2"
"Regional School District 18","","2013-2014","Students with Disabilities","Suspensions","Percent","6.2"
"Regional School District 18","","2014-2015","Students with Disabilities","Suspensions","Percent","6.7"
"Regional School District 18","","2015-2016","Students with Disabilities","Suspensions","Percent","5.5"
"Regional School District 18","","2016-2017","Students with Disabilities","Suspensions","Percent","6.3"
"Regional School District 18","","2017-2018","Students with Disabilities","Suspensions","Percent","3.2"
"Regional School District 19","","2009-2010","Students with Disabilities","Suspensions","Percent","3.6"
"Regional School District 19","","2010-2011","Students with Disabilities","Suspensions","Percent","15.9"
"Regional School District 19","","2011-2012","Students with Disabilities","Suspensions","Percent","15.7"
"Regional School District 19","","2012-2013","Students with Disabilities","Suspensions","Percent","13.9"
"Regional School District 19","","2013-2014","Students with Disabilities","Suspensions","Percent","14.9"
"Regional School District 19","","2014-2015","Students with Disabilities","Suspensions","Percent","10.1"
"Regional School District 19","","2015-2016","Students with Disabilities","Suspensions","Percent","11.9"
"Regional School District 19","","2016-2017","Students with Disabilities","Suspensions","Percent","8.5"
"Regional School District 19","","2017-2018","Students with Disabilities","Suspensions","Percent","10.2"
"Ridgefield School District","900163970","2009-2010","Students with Disabilities","Suspensions","Percent","2.6"
"Ridgefield School District","900163970","2010-2011","Students with Disabilities","Suspensions","Percent","4.3"
"Ridgefield School District","900163970","2011-2012","Students with Disabilities","Suspensions","Percent","4.8"
"Ridgefield School District","900163970","2012-2013","Students with Disabilities","Suspensions","Percent","3.0"
"Ridgefield School District","900163970","2013-2014","Students with Disabilities","Suspensions","Percent","2.5"
"Ridgefield School District","900163970","2014-2015","Students with Disabilities","Suspensions","Percent","2.6"
"Ridgefield School District","900163970","2015-2016","Students with Disabilities","Suspensions","Percent","2.7"
"Ridgefield School District","900163970","2016-2017","Students with Disabilities","Suspensions","Percent","4.8"
"Ridgefield School District","900163970","2017-2018","Students with Disabilities","Suspensions","Percent","5.9"
"Rocky Hill School District","900365370","2009-2010","Students with Disabilities","Suspensions","Percent","7.0"
"Rocky Hill School District","900365370","2010-2011","Students with Disabilities","Suspensions","Percent","7.5"
"Rocky Hill School District","900365370","2011-2012","Students with Disabilities","Suspensions","Percent","11.1"
"Rocky Hill School District","900365370","2012-2013","Students with Disabilities","Suspensions","Percent","5.4"
"Rocky Hill School District","900365370","2013-2014","Students with Disabilities","Suspensions","Percent","-9999"
